ECA,,,
Guatemala,Libreria Y Papeleria Progreso S.A.,Education Supplies,"4 4,801.71"
Guatemala,Metrica,IT & Office Supplies,"6 8,300.74"
Guatemala,Sisteco,IT & Office Supplies,"6 8,091.30"
Guatemala,Nutrimed,Nutrition,"3 8,819.88"
Guatemala,Abbott Laboratorios S.A.,Pharmaceuticals,"795,927.96"
Guatemala,"Gare De Creacion,Sociedad Anonima",Printing,"8 8,631.29"
Guatemala,Gpo Gigantografias,Printing,"4 9,823.07"
Guatemala,"Ferreterias El Tejar, S.A.",Water and Sanitation,"7 9,495.05"
Guatemala,"Fibrasol, S.A.",Water and Sanitation,"7 8,327.71"
Guatemala,"Durman Esquivel Guatemala, S.A.",Water and Sanitation,"4 7,483.98"
Guatemala,"Metaloplastica, S.A.",Water and Sanitation,"3 7,698.01"
Guinea,Sodefa,Education Supplies,"9 0,314.21"
Guinea,Total Guinee,Fuel & Lubricants,"166,818.40"
Guinea,Mix-Marketing Service,Identific. & Signage,"7 9,102.67"
Guinea,Imprimerie Du Centre (Dakar),Printing,"4 7,450.80"
Guinea,Mix-Marketing Service,Printing,"3 9,953.22"
Guinea-Bissau,Blotch Servicos Lda,Education Supplies,"101,980.89"
Guinea-Bissau,Comprocesmad Sarl,Education Supplies,"7 3,691.59"
Guinea-Bissau,Maca Madeira Lda.,Education Supplies,"5 6,235.29"
Guinea-Bissau,J.O.A.C.,Education Supplies,"5 1,783.96"
Guinea-Bissau,Balcar,Education Supplies,"4 4,672.98"
Guinea-Bissau,Petromar,Fuel & Lubricants,"8 1,867.11"
Guinea-Bissau,Novagrafica Lda,Printing,"3 5,132.24"
Haiti,Worldwide Modular Construction,Construction Nonwash,"3 2,000.00"
Haiti,Dopasmax,Education Supplies,"1,010,278.59"
Haiti,JBA Construction,Education Supplies,"375,033.80"
Haiti,MGR Papeterie,Education Supplies,"7 1,498.40"
Haiti,Global Home & Office Smart S.A,Education Supplies,"4 4,081.58"
Haiti,Papeterie La Pleiade,Education Supplies,"4 0,915.15"
Haiti,Maison Henri Deschamps,Education Supplies,"3 9,821.04"
Haiti,Kopivit L'Action Sociale,Education Supplies,"3 4,541.79"
Haiti,Total Haiti S.A,Fuel & Lubricants,"513,971.39"
Haiti,Micro-Centre Elf Servigaz Verrettes,Fuel & Lubricants,"318,151.77"
Haiti,C & I Office Supplies,IT & Office Supplies,"7 5,171.73"
Haiti,Office Star,IT & Office Supplies,"3 2,289.94"
Haiti,La Perle S.A.,Laboratory Supplies,"109,020.18"
Haiti,La Perle S.A.,Medical Kits,"5 9,408.56"
Haiti,Delog Services,Other,"151,399.69"
Haiti,Imprimerie Le Natal,Printing,"101,344.64"
Haiti,Editions Des Antilles,Printing,"4 2,695.08"
Haiti,Affiche-Toi!,Printing,"3 8,040.00"
Haiti,"G.S. Industries, S.A.",Shelter/Field Equip.,"4 5,737.89"
Haiti,Casami,Shelter/Field Equip.,"3 0,491.93"
Haiti,Global Home & Office Smart S.A,Staff Supplies,"9 3,089.64"
Haiti,Papeterie La Pleiade,Staff Supplies,"5 6,119.96"
Haiti,Vardeca Beverage Ltd.,Staff Supplies,"3 0,600.00"
Haiti,Office Star,Warehousing,"5 3,354.65"
Haiti,Worldwide Modular Construction,Warehousing,"3 6,295.00"
Haiti,Dsi,Water and Sanitation,"557,750.00"
Haiti,La Perle S.A.,Water and Sanitation,"441,864.86"
Haiti,Plastech Solutions S.A.,Water and Sanitation,"185,272.55"
Haiti,Acra Petionville,Water and Sanitation,"147,232.60"
Haiti,Tida Import Export,Water and Sanitation,"100,075.77"
Hungary,Teva Pharmaceutical Works,Pharmaceuticals,"1,041,040.23"
Hungary,Pannonpharma Pharmaceutical Ltd.,Pharmaceuticals,"113,667.28"
Hungary,Alkaloida Chemical Company Zrt.,Pharmaceuticals,"3 0,654.00"
India,Doorbhash International,Clothing & Footwear,"5 4,113.30"
India,Blow Kings,Cold Chain Equipment,"1,025,261.20"
India,AOV International,Cold Chain Equipment,"468,995.50"
India,Apex International,Cold Chain Equipment,"156,061.41"
India,M/S. Nilkamal Limited,Cold Chain Equipment,"140,971.35"
India,Sagar Electricals,Cold Chain Equipment,"4 0,268.93"
India,Business Octane Solutions P Ltd,Communication Equip.,"6 1,087.59"
India,Meera & Ceiko Pumps Pvt Ltd,Communication Equip.,"4 9,571.89"
India,Premier Medical Corporation Limited,Diagnostic Test Kits,"1,645,614.90"
India,Orchid Biomedical Systems,Diagnostic Test Kits,"1,514,200.00"
India,J. Mitra & Co. Ltd,Diagnostic Test Kits,"179,545.49"
India,Garg Sports International,Education Supplies,"336,295.71"
India,Hindustan Plastics,Education Supplies,"186,530.51"
India,Nikhil Offset,Education Supplies,"170,191.53"
India,Aadarsh Private Limited,Education Supplies,"163,044.94"
India,Roopayan,Education Supplies,"8 9,403.69"
India,Sports Land Overseas (Pvt.) Ltd.,Education Supplies,"5 8,871.89"
India,Doorbhash International,Education Supplies,"5 3,733.18"
India,Lahore Music House,Education Supplies,"4 7,562.16"
India,M/S Sports Land Overseas Pvt Ltd.,Education Supplies,"4 4,232.00"
India,G&A International,Education Supplies,"3 5,751.36"
India,Tagros Chemicals India Ltd,Household Technology,"1,055,490.00"
India,Thakral Computers Pvt. Ltd.,IT & Office Supplies,"217,779.78"
India,Kadam Marketing Ltd,IT & Office Supplies,"6 9,768.76"
UNICEF Continued,,,
India,C J Living,IT & Office Supplies,"5 6,675.41"
India,Wipro Limited,IT & Office Supplies,"5 2,424.85"
India,Martech Systems And Services,IT & Office Supplies,"3 4,119.72"
India,"Bharat Commercial Agency, Patna",IT & Office Supplies,"3 3,719.30"
India,Mbi Kits International,Laboratory Supplies,"5 2,302.14"
India,M/S Surya Surgical Industries,Medical Equipment,"195,768.00"
India,Narang Medical Ltd.,Medical Equipment,"183,210.00"
India,Atlas Surgical,Medical Equipment,"146,968.08"
India,Bird Meditech,Medical Equipment,"116,687.19"
India,Emco Meditek Private Limited,Medical Equipment,"6 5,102.45"
India,Hindustan Syringes & Medical,Medical Renewable,"5,372,304.34"
India,Sutures India Pvt. Ltd.,Medical Renewable,"752,677.00"
India,Kanam Latex Industries Private Ltd.,Medical Renewable,"513,320.91"
India,Suru International Pvt. Ltd.,Medical Renewable,"100,406.27"
India,Poly Medicure Ltd.,Medical Renewable,"7 7,332.94"
India,Eastern Surgical Company,Medical Renewable,"4 1,580.00"
India,Narang Medical Ltd.,Medical Renewable,"3 2,256.00"
India,Murliwala Agrotech Private Limited,Nutrition,"5,711,641.00"
India,Calibre Chemicals Pvt. Ltd.,Nutrition,"2,031,465.00"
India,Compact India Pvt. Ltd.,Nutrition,"1,646,293.87"
India,Salter India  Limited,Nutrition,"589,178.73"
India,Piramal Healthcare Limited,Nutrition,"566,995.50"
India,Nutrivita Foods Pvt. Ltd,Nutrition,"247,315.32"
India,"Mbi Kits International Park View, 3Rd Floor",Nutrition,"8 5,580.53"
India,Fdc Limited,Nutrition,"3 3,656.99"
India,Door Darshan Marketing,Nutrition,"3 1,148.66"
India,Matrix Laboratories Ltd,Pharmaceuticals,"38,354,748.12"
India,Cipla Ltd.,Pharmaceuticals,"19,160,320.95"
India,Ranbaxy Laboratories Ltd.,Pharmaceuticals,"14,842,025.33"
India,Hetero Labs Ltd,Pharmaceuticals,"14,158,676.80"
India,Hetero Drugs Ltd.,Pharmaceuticals,"13,248,088.00"
India,Aurobindo Pharma Limited,Pharmaceuticals,"12,956,690.48"
India,Micro Labs Limited,Pharmaceuticals,"8,998,148.99"
India,Ipca Laboratories Limited,Pharmaceuticals,"5,046,392.97"
India,Strides Arcolab Limited,Pharmaceuticals,"2,321,366.82"
India,Piramal Healthcare Limited,Pharmaceuticals,"1,369,737.57"
India,Fdc Limited,Pharmaceuticals,"732,745.33"
India,Alkem Laboratories Ltd.,Pharmaceuticals,"714,665.42"
India,Medopharm,Pharmaceuticals,"699,266.37"
India,Sirmaxo Chemicals Pvt. Ltd,Pharmaceuticals,"631,513.03"
India,Milan Laboratories(India) Pvt.Ltd,Pharmaceuticals,"480,000.00"
India,Mepro Pharmaceuticals Pvt Ltd,Pharmaceuticals,"155,180.00"
India,Galentic Pharma (India) Pvt. Ltd,Pharmaceuticals,"9 6,351.68"
India,Intas Pharmaceuticals Ltd.,Pharmaceuticals,"6 5,926.42"
India,Emcure Pharmaceuticals Limited,Pharmaceuticals,"5 5,770.00"
India,Ajanta Pharma Limited,Pharmaceuticals,"3 0,150.00"
India,Nikhil Offset,Printing,"941,626.25"
India,New Dilip And Company,Printing,"520,231.95"
India,Poddar Screen Printers,Printing,"511,797.12"
India,Patna Offset Press,Printing,"280,910.92"
India,The Offsetters India Pvt. Ltd.,Printing,"209,695.16"
India,S. Narayan & Sons,Printing,"193,624.28"
India,"Rajdhani Offset Pvt. Ltd., Bhubaneswar",Printing,"182,603.41"
India,Print House India Pvt. Ltd.,Printing,"176,546.90"
India,AB Imaging & Prints Pvt. Ltd,Printing,"160,754.80"
India,Roopayan,Printing,"148,183.51"
India,Swapna Printing Works Pvt. Ltd.,Printing,"124,832.29"
India,Reliable Art Printery (Ahmedabad) Pvt.Ltd.,Printing,"106,739.65"
India,Krishna Flexi Printers,Printing,"103,111.46"
India,Kailash Paper Conversion (P) Ltd,Printing,"9 2,121.39"
India,R.B. Lamination Industries (P) Ltd,Printing,"9 1,591.20"
India,Jaipur Printers Pvt. Ltd,Printing,"8 9,762.95"
India,Bhabani Print & Publications,Printing,"8 8,649.88"
India,Print Vision Private Limited,Printing,"8 7,963.74"
India,Kumar & Company,Printing,"6 8,336.64"
India,Oudh Publishing House Nav Jyothi Press,Printing,"6 0,992.35"
India,Army Printing Press,Printing,"5 7,992.65"
India,Scholastic India Pvt Ltd,Printing,"5 7,737.07"
India,"Shree Om Enterprises Pvt. Ltd.,",Printing,"5 0,352.93"
India,"Sri Vani Print And Pack, Hyderabad",Printing,"4 6,033.00"
India,Sansiya,Printing,"4 3,728.01"
India,Aadarsh Private Limited,Printing,"3 9,921.77"
India,Fairgraphics Media Services (P) Limited,Printing,"3 7,840.35"
India,Pragati Enterprises,Printing,"3 6,673.37"
India,"Reshmi Enterprise, Kolkata",Printing,"3 6,436.01"
India,"Excel Advertising Agency, Patna",Printing,"3 2,229.19"
India,Toyop Relief Private Limited,Shelter/Field Equip.,"754,774.80"
India,Kitchen Essential,Shelter/Field Equip.,"294,060.00"
India,Union Quality Plastics Ltd.,Shelter/Field Equip.,"131,829.48"
India,Amrit Sales Corporation,Shelter/Field Equip.,"4 8,823.53"
India,Daga Polycontainers (P) Ltd.,Shelter/Field Equip.,"4 7,555.71"
India,Atlas Cycles (Haryana) Ltd,Transport,"4 0,922.92"
India,Toyota Kirloskar Motor Pvt. Ltd.,Transport,"3 8,908.84"
India,Serum Institute Of India Ltd.,Vaccines/Biologicals,"216,176,788.92"
India,Panacea Biotec Limited,Vaccines/Biologicals,"78,697,677.52"
India,Bharat Biotech International Ltd.,Vaccines/Biologicals,"3,108,234.10"
India,Haffkine Bio-Pharmaceutical Corpora,Vaccines/Biologicals,"2,892,500.00"
India,Biological E. Limited,Vaccines/Biologicals,"844,097.20"
India,Shantha Biotechnics Ltd.,Vaccines/Biologicals,"651,004.82"
India,Ajay Industrial Corporation,Warehousing,"3 2,253.60"
India,Ajay Industrial Corporation,Water and Sanitation,"1,252,245.91"
India,Span Pumps Private Limited,Water and Sanitation,"782,199.24"
India,Kitchen Essential,Water and Sanitation,"179,766.30"
India,K.K.Nag Ltd,Water and Sanitation,"164,590.72"
India,GVS Trade Inc.,Water and Sanitation,"6 2,332.52"
India,Advance Steel Tubes Limited,Water and Sanitation,"5 9,220.00"
India,Water-Chem Laboratories,Water and Sanitation,"3 7,442.89"
India,M/S L Tek Systems,Water and Sanitation,"3 5,250.00"
India,Bhaskar Power Projects (P) Ltd.,Water and Sanitation,"3 2,511.20"
India,Techno Relief Overseas India Pvt. L,Water and Sanitation,"3 1,228.48"
Indonesia,Pt. Pabrik Kertas Tjiwi Kimia Tbk,Education Supplies,"370,860.48"
Indonesia,Pt Tisa Diamanta Kusuma,Education Supplies,"3 6,120.94"
Indonesia,Pt. Dharma Polimetal,Medical Equipment,"243,493.31"
Indonesia,Pt Putera Segara Anakan,Medical Equipment,"4 7,841.52"
Indonesia,"Aksara Buana, Cv",Printing,"4 6,404.75"
Indonesia,P.T. Bio Farma (Persero),Vaccines/Biologicals,"21,196,640.00"
"Iran, Islamic Republic of",Megaps Co.,Printing,"8 3,469.61"
Iraq,Impulse For General Trading & Information Technology,Communication Equip.,"3 9,590.00"
Iraq,Al-Mothalath Al-Massy For Lab. Co.,Laboratory Supplies,"7 0,000.00"
Iraq,Al-Saafa For Trading & Storing Co. Ltd,Medical Renewable,"3 3,000.00"
Iraq,Al-Rad Co. Transport & Trade & General Contracts Ltd.,Printing,"4 0,973.00"
Iraq,Al Hujurat Company,Water and Sanitation,"699,695.00"
Ireland,Trinity Biotech,Diagnostic Test Kits,"3,410,188.95"
Ireland,Janssen Pharmaceutical,Pharmaceuticals,"210,719.98"
Ireland,Ovelle Limited,Pharmaceuticals,"168,616.64"
Ireland,Tibotec Pharmaceuticals Ltd,Pharmaceuticals,"7 6,336.96"
Ireland,Medentech Ltd,Water and Sanitation,"947,224.19"
Israel,Orgenics Ltd.,Diagnostic Test Kits,"13,777,241.08"
Israel,Computer Media Center,IT & Office Supplies,"8 3,035.43"
Israel,Orastel Office Furniture,IT & Office Supplies,"7 1,508.09"
UNICEF Continued,,,
Israel,Jamal Sons Company,IT & Office Supplies,"5 3,486.01"
Israel,Medical Supplies And Services,Medical Equipment,"109,736.77"
Israel,Zant Co. For Medical Supplies & Labs,Medical Equipment,"4 1,590.49"
Israel,Lan-Lee International Ltd.,Shelter/Field Equip.,"714,884.80"
Israel,Al Assbah Co. For Heavy Equipment & Truck,Transport,"134,656.08"
Israel,Future Iron Pipes,Water and Sanitation,"206,924.24"
Israel,Mushtaha For Plastic Industry,Water and Sanitation,"132,793.65"
Israel,Bashir Siksik & Co. Ltd.,Water and Sanitation,"6 0,121.29"
Italy,Mips Informatica Srl,IT & Office Supplies,"3 0,235.43"
Italy,Fazzini S.R.L.,Medical Equipment,"431,505.53"
Italy,Karismedica S.R.L.,Medical Equipment,"323,110.09"
Italy,Cer.Far. Sas Di Travani Domenico,Nutrition,"12,349,556.70"
Italy,Nuova Industrie Biscotti Crich S.P.,Nutrition,"338,631.69"
Italy,Fazzini S.R.L.,Nutrition,"5 0,631.00"
Italy,Pharmatex Italia Srl,Pharmaceuticals,"829,963.62"
Italy,Biologici Italia Laboratories Srl,Pharmaceuticals,"210,728.63"
Italy,L. Molteni & C. Dei F.Lli Alitti So,Pharmaceuticals,"151,536.00"
Italy,Beltapharm Spa,Pharmaceuticals,"144,636.90"
Italy,Fulton Medicinali S.P.A.,Pharmaceuticals,"135,025.79"
Italy,Laboratorio Farmacologico Milanese,Pharmaceuticals,"130,684.63"
Italy,Industria Farmaceutica Nova Argenti,Pharmaceuticals,"4 4,767.77"
Italy,Ferrino  & C. S.P.A.,Shelter/Field Equip.,"1,870,580.00"
Italy,Novartis Vaccines And Diagnostics S,Vaccines/Biologicals,"33,643,595.00"
Italy,Coelmo S.R.L.,Water and Sanitation,"1,337,748.46"
Italy,Tasco S.R.L,Water and Sanitation,"377,840.01"
Italy,Euro Mec S.R.L.,Water and Sanitation,"266,627.00"
Italy,Saponerie M. Fissi S.P.A.,Water and Sanitation,"143,496.63"
Italy,Caprari S.P.A.,Water and Sanitation,"113,242.30"
Italy,Bruno S.R.L.,Water and Sanitation,"4 3,389.91"
Italy,Adriatech Drilling Tools,Water and Sanitation,"3 6,419.96"
Jamaica,Lithographic Printers Limited,Printing,"7 1,378.62"
Jamaica,Pear Tree Press Ltd,Printing,"6 3,610.48"
Japan,Fujirebio Inc.,Diagnostic Test Kits,"6 4,850.00"
Japan,Sumitomo Chemical Co. Ltd.,Household Technology,"14,751,790.00"
Japan,J. Gerber & Company (Japan) Ltd.,Transport,"3,523,826.60"
Japan,"Nissan Trading Co., Ltd",Transport,"1,360,718.79"
Japan,Toyota Motor Corporation,Transport,"1,284,568.76"
Japan,Japan Bcg Laboratory,Vaccines/Biologicals,"3,125,820.00"
Jordan,Al-Mumaiaz For Contracting Co.,Construction Nonwash,"134,576.00"
Jordan,Integrated Standard Solutions (ISS),Education Supplies,"375,395.89"
Jordan,Al-Sayyad Industrial & Decor,Education Supplies,"171,119.84"
Jordan,Target Scientific Supplies,Education Supplies,"6 2,171.38"
Jordan,Rahma Integrated System Company,Education Supplies,"4 8,403.95"
Jordan,Ahmad Maiqle Est. For Contracting,Education Supplies,"3 5,225.00"
Jordan,Jordan Petroleum Refinery Co.,Fuel & Lubricants,"4 5,877.12"
Jordan,Integrated Standard Solutions (ISS),IT & Office Supplies,"6 2,902.61"
Jordan,Technical Distribution Agency,IT & Office Supplies,"5 1,465.38"
Jordan,General Computers & Electronics Co.,IT & Office Supplies,"4 3,730.08"
Jordan,Beyond Art For Printing Services,Printing,"9 9,330.95"
Jordan,Bc Grafix,Printing,"6 6,318.05"
Kenya,Techno Relief Services Ltd.,Bednets/Insecticides,"635,507.00"
Kenya,Diamond Industries Limited,Bednets/Insecticides,"129,773.65"
Kenya,Alpha Knits Limited,Clothing & Footwear,"310,500.00"
Kenya,Techno Relief Services Ltd.,Clothing & Footwear,"116,812.63"
Kenya,Sight And Sound Limited,Communication Equip.,"6 3,298.31"
Kenya,Adva Tech Office Supplies,Education Supplies,"1,090,910.45"
Kenya,Techno Relief Services Ltd.,Education Supplies,"392,862.73"
Kenya,Nairobi Sports House Ltd.,Education Supplies,"149,510.56"
Kenya,Lino Stationers Africa Limited,Education Supplies,"6 4,931.90"
Kenya,Priyanka Kenya Limited,Education Supplies,"3 9,251.34"
Kenya,Alpha Knits Limited,Identific. & Signage,"129,956.97"
Kenya,MFI Office Solutions,IT & Office Supplies,"139,084.03"
Kenya,Mustek East Africa Limited,IT & Office Supplies,"5 5,845.00"
Kenya,Techno Relief Services Ltd.,Laboratory Supplies,"599,727.62"
Kenya,Lisal Chemicals Company Ltd,Laboratory Supplies,"202,747.19"
Kenya,Partec East Africa Limited,Laboratory Supplies,"3 0,853.33"
Kenya,Tarpo Industries Limited,Medical Equipment,"4 1,500.00"
Kenya,Kapa Oil Refineries Ltd,Nutrition,"4,780,116.00"
Kenya,Techno Relief Services Ltd.,Nutrition,"2,934,671.73"
Kenya,Insta Products (Epz) Ltd,Nutrition,"635,746.23"
Kenya,Wood Products (K) Ltd,Nutrition,"390,008.83"
Kenya,Export Trading Co. Ltd,Nutrition,"332,800.00"
Kenya,Spartan Relief Supplies Limited,Nutrition,"301,634.43"
Kenya,East African Supplies & Logistics Ltd.,Nutrition,"7 3,470.60"
Kenya,Bidco Oil Refineries Limited,Nutrition,"3 5,576.92"
Kenya,English Press Ltd,Printing,"2,162,037.78"
Kenya,Printfast Ltd,Printing,"213,372.04"
Kenya,Unon Print Shop,Printing,"4 2,984.20"
Kenya,Nation Media Group Ltd,Printing,"3 6,824.06"
Kenya,Techno Relief Services Ltd.,Shelter/Field Equip.,"7,062,253.85"
Kenya,Tarpo Industries Limited,Shelter/Field Equip.,"427,105.41"
Kenya,Spartan Relief Supplies Limited,Shelter/Field Equip.,"239,793.91"
Kenya,East African Supplies & Logistics Ltd.,Shelter/Field Equip.,"221,634.86"
Kenya,Africa Expeditions Ltd.,Shelter/Field Equip.,"7 7,612.00"
Kenya,Priyanka Kenya Limited,Shelter/Field Equip.,"4 6,252.61"
Kenya,Toyota Kenya Ltd,Transport,"469,629.51"
Kenya,Car & General Limited,Transport,"112,000.00"
Kenya,Toyota East Africa Ltd,Transport,"8 3,154.07"
Kenya,Techno Relief Services Ltd.,Warehousing,"5 9,722.22"
Kenya,Spaceline Investments Limited,Warehousing,"3 0,500.00"
Kenya,Techno Relief Services Ltd.,Water and Sanitation,"1,431,205.41"
Kenya,Rift Valley Machineries,Water and Sanitation,"357,254.93"
Kenya,Kenpoly Manufacturers Limited,Water and Sanitation,"296,250.00"
Kenya,Davis & Shirtliff Limited,Water and Sanitation,"253,117.38"
Kenya,Chujio Ceramics,Water and Sanitation,"179,469.58"
Kenya,Kentainers Ltd,Water and Sanitation,"172,073.75"
Kenya,Doshi & Co (Hardware) Ltd,Water and Sanitation,"156,222.82"
Kenya,Spartan Relief Supplies Limited,Water and Sanitation,"126,500.00"
Kenya,Diamond Chemicals Limited,Water and Sanitation,"113,659.07"
Kenya,East African Supplies & Logistics Ltd.,Water and Sanitation,"6 0,060.00"
Kenya,Lisal Chemicals Company Ltd,Water and Sanitation,"5 0,274.86"
Kenya,Nakuru Deflouridation Company Ltd,Water and Sanitation,"3 4,450.13"
"Korea, Dem. People's Rep.",Korea Apro Co.,Construction Nonwash,"6 4,206.95"
"Korea, Dem. People's Rep.",Meisho Yokoh Co.Ltd,Education Supplies,"194,246.77"
"Korea, Dem. People's Rep.",General Bureau For Dip. Missions,Fuel & Lubricants,"213,800.29"
"Korea, Dem. People's Rep.",Korea Apro Co.,Fuel & Lubricants,"179,453.45"
"Korea, Dem. People's Rep.",Korea Apro Co.,IT & Office Supplies,"215,543.36"
"Korea, Dem. People's Rep.",Meisho Yokoh Co.Ltd,Printing,"337,259.13"
"Korea, Dem. People's Rep.",Beijing Jangdae Development Co. Ltd.,Printing,"303,959.22"
"Korea, Dem. People's Rep.",Korea Apro Co.,Water and Sanitation,"282,383.92"
"Korea, Dem. People's Rep.",Korea Jang Saeng J.V Corporation,Water and Sanitation,"126,704.98"
"Korea, Dem. People's Rep.",Korea Jinung Trading Company,Water and Sanitation,"4 0,746.75"
"Korea, Republic of",Standard Diagnostics Inc.,Diagnostic Test Kits,"2,621,848.55"
"Korea, Republic of",LG Life Sciences Ltd.,Vaccines/Biologicals,"2,053,460.00"
Kyrgyzstan,"Baratova T. A., Private Entrepreneur",Education Supplies,"196,053.97"
Kyrgyzstan,Continent,Education Supplies,"171,135.18"
Kyrgyzstan,"Umarbekova S.J., Private Entrepreneur",Education Supplies,"8 9,959.31"
Kyrgyzstan,Intermedia Ltd,IT & Office Supplies,"5 2,652.73"
