organisation,year,vendor_country,vendor_name,amount,description,country_code,Type,Period
NATO,2014,Turkey,HAMIDIYE SPRINGS WATER,399000.0,SUPPLY OF BOTTLED WATER IN PLASTIC BOTTLES,TUR,Outline Agreement,Q3Q4
NATO,2014,Turkey,HATCON INSAAT TAHAHHUT ITHALAT,355003.6,FLIGHT LINE SECURITY FENCE,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HATCON INSAAT TAHAHHUT ITHALAT,438861.43,WWTP-REMEDIATION OF POOH PONDS,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HATCON INSAAT TAHAHHUT ITHALAT,565260.64,CONTINGENT DEMOBILIZATION WORKS,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HATCON INSAAT TAHAHHUT ITHALAT,909422.08,FUEL POINT CONSTRUCTION,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,104998.18,RING RETAINING,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,111863.64,ACCUMULATOR HYDRAULIC,TUR,Orders Awarded,Q1Q2
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,113193.64,CHANNEL AIRCRAFT,TUR,Orders Awarded,Q1Q2
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,113707.02,RECEIVER-TRANSMITTER RADIO,TUR,Orders Awarded,Q1Q2
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,114590.14,DEFLECTOR DIRT AND LIQUID,TUR,Orders Awarded,Q1Q2
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,114664.62,LIGHT LANDING AIRCRAFT,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,117308.66,AXLE SHOULDERED,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,118544.23,PUMP  FUEL,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,121256.1,SWASHPLATE CONTROLLABLE,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,124918.92,BOLT CLOSE TOLERANCE,TUR,Orders Awarded,Q1Q2
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,127217.16,BEARING BALL ANNULAR,TUR,Orders Awarded,Q1Q2
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,132160.77,PLUG PROTECTIVE DUST AND MOISTURE SEAL,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,139286.91,SPROCKET WHEEL,TUR,Orders Awarded,Q1Q2
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,143201.1,INDICATOR ASSEMBLY,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,149090.34,BEARING ROLLER CYLINDRICAL,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,150662.4,HARNESS AIRCRAFT SAFETY SHOULDER,TUR,Orders Awarded,Q1Q2
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,158107.74,CONTROL ASSEMBLY PUSH-PULL,TUR,Orders Awarded,Q1Q2
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,158143.65,SENSOR AMBIENT TEMPERATURE,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,185258.36,TRANSPONDER RADAR,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,187528.67,BEARING BALL ANNULAR,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,190825.74,ACCUMULATOR HYDRAULIC,TUR,Orders Awarded,Q1Q2
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,192296.72,SWITCH SENSITIVE,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,196995.61,AIRCRAFT GAS TURBINE ENGINE DIFFUSER,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,227485.86,TRANSMITTER  FUEL GA,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,308453.6,STABILIZER ROTARY WING,TUR,Orders Awarded,Q1Q2
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,487657.8,SPROCKET WHEEL,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,496217.68,DISPLAY UNIT FLIGHT INFORMATION,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,519391.6,ROTARY RUDDER BLADE,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,520163.0,GEARSHAFT,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,HELIAVIAS HAVA DIS TICARET,621262.95,SEAL ASSEMBLY MAGNE,TUR,Orders Awarded,Q1Q2
NATO,2014,Turkey,KUANTA INSAAT TAAHHUT ELEKTRONIK,2090037.81,ACCESS CONTROL POINT PROTECTION,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,METAG CONSTRUCTION TRADE CO,3663914.59,RESTORATION ON AIR OPERATING SURFACE,TUR,Orders Awarded,Q1Q2
NATO,2014,Turkey,SODEXO,307139.56,FOOD SERVICES 2014,TUR,Outline Agreement,Q1Q2
NATO,2014,Turkey,YUKSEL INSAAT AS,241331.16,TOWER 3+4 & DOGS KENNEL REPAIRS,TUR,Orders Awarded,Q1Q2
NATO,2014,Turkey,YUKSEL INSAAT AS,1394856.12,REPAIR OF EAST GATE ECP - PEDESTRIAN ENTRY,TUR,Orders Awarded,Q1Q2
NATO,2014,Turkey,YUKSEL INSAAT AS,1674386.21,PROVISION OF SUSTAINABLE WATER SOURCE,TUR,Orders Awarded,Q1Q2
NATO,2014,Turkey,YUKSEL INSAAT AS,1846376.49,SOAG INTERIM FACILITY OFFICES & ACCOMODATIONS,TUR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,ACCURACY INTERNATIONAL LTD,207249.91,TELESCOPE STRAIGHT,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,AEM LTD,242642.54,REPAIR SERVICES FOR C-130,GBR,Outline Agreement,Q3Q4
NATO,2014,United Kingdom,AEM LTD,729623.37,REPAIR SERVICES FOR C-130,GBR,Outline Agreement,Q3Q4
NATO,2014,United Kingdom,AEM LTD,2391438.42,P/N C23954-000-2,GBR,Outline Agreement,Q3Q4
NATO,2014,United Kingdom,AEM LTD,4380307.12,AB 412 INSPECTION/REPAIR SERVICES,GBR,Outline Agreement,Q1Q2
NATO,2014,United Kingdom,AEROSPACE LOGISTICS LTD,3458000.0,ENGINE AIRCRAFT TURBO-PROP,GBR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,AGUSTAWESTLAND,626730.58,BEAM,GBR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,AIRCRAFT MAINTENANCE SUPPORT,1194833.43,SINGLE DOLLY INTERFACE,GBR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,BOSCH REXROTH LTD,834798.44,PRODUCT SUPPORT SERVICE FOR BOSCH COMPONENTS,GBR,Outline Agreement,Q3Q4
NATO,2014,United Kingdom,CARWOOD MOTOR UNITS LTD,798000.0,DLM SERVICES IGNITER P/N 32/1255955-5,GBR,Outline Agreement,Q3Q4
NATO,2014,United Kingdom,CHELTON LTD,106681.96,ANTENNA,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,CHEMRING COUNTERMEASURES LTD,155101.94,FLARE COUNTERMEASURE,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,CHEMRING COUNTERMEASURES LTD,288766.94,FLARE MTV CLASSIC,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,CHEMRING COUNTERMEASURES LTD,471087.33,FLARE SPECTRAL 1X1X8  DSTL-73,GBR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,CHEMRING COUNTERMEASURES LTD,602855.75,FLARE COUNTERMEASURE,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,CHEMRING COUNTERMEASURES LTD,610947.47,FLARE 55 MM TYPHOON IR DECOY,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,CHEMRING COUNTERMEASURES LTD,3378283.79,FLARE COUNTERMEASURE,GBR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,CHEMRING COUNTERMEASURES LTD,5988751.93,SUPPLY OF AMMUNITION,GBR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,CHEMRING DEFENCE UK LTD,1318980.95,SIGNAL ILLUMINATION 38MM RED,GBR,Outline Agreement,Q3Q4
NATO,2014,United Kingdom,CHEMRING EOD LTD,574617.19,SUPPLY OF AMMUNITION,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,COMMUNICATIONS & POWER INDUSTRIES,9772943.74,INSPECTION OF HVT,GBR,Outline Agreement,Q1Q2
NATO,2014,United Kingdom,DMM INTERNATIONAL UK,178714.76,CLIMBING GEAR,GBR,Outline Agreement,Q3Q4
NATO,2014,United Kingdom,DMS TECHNOLOGIES,291397.68,ELECTRICAL SPARE PARTS,GBR,Outline Agreement,Q3Q4
NATO,2014,United Kingdom,DUNLOP AIRCRAFT TYRES LTD,383040.0,TIRE PNEUMATIC AIRCRAFT,GBR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,E2V TECHNOLOGIES (UK) LTD,351887.41,ELECTRON TUBE,GBR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,EATON LTD,1027093.83,MOTORPUMP ASSEMBLY,GBR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,EATON LTD,1669595.55,DLM SERVICES FOR MLRS,GBR,Outline Agreement,Q3Q4
NATO,2014,United Kingdom,ESTERLINE RACAL ACOUSTICS,591230.22,HEADSET AND SWITCHBOARD,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,FACTIVA LTD,115401.44,SUBSCRIPTION TO FACTIVA NEWS FEEDS,GBR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,G3 SYSTEMS LTD,315408.17,RENOVATION SERVICES,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,G3 SYSTEMS LTD,807473.59,MAINT  CLEANING OF  AMNOC FACILITY,GBR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,G3 SYSTEMS LTD,2436194.25,TECH FACILITIES MAINTENANCE,GBR,Outline Agreement,Q1Q2
NATO,2014,United Kingdom,GKN AEROSPACE TRANSPARENCY,177495.15,DETECTOR HEAD ICE,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,H+S AVIATION LTD,4397639.68,FUEL CONTROL AUTOMATIC,GBR,Outline Agreement,Q3Q4
NATO,2014,United Kingdom,HAAS GROUP INTERNATIONAL SCM LTD,104272.0,LEAK TEST COMPOUND,GBR,Outline Agreement,Q3Q4
NATO,2014,United Kingdom,HAZMATLINK LTD,555940.0,AHURA FIRST DEFENDER RMX,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,HESCO BASTION LTD,3066211.26,BLAST PROTECTION BARRIER,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,JAGUAR LAND ROVER,6778935.52,LAND ROVER DEFENDER 110  3-DOOR SOFT TOP,GBR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,JC BAMFORD EXCAVATORS LTD,1681218.42,DRIVE TRAIN PACKAGE,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,JEPPESEN UK LTD,200180.96,MILPLANNER UNLIMITED ACCESS,GBR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,JEPPESEN UK LTD,3990000.0,IMPLEMENTATION OF WMMSS,GBR,Outline Agreement,Q1Q2
NATO,2014,United Kingdom,KEARSLEY AIRWAYS LTD,739667.53,C-130 INSPECTION/REPAIR SERVICES,GBR,Outline Agreement,Q1Q2
NATO,2014,United Kingdom,LEVEL PEAKS,10640000.0,COMBAT CLOTHING AND ACCESSORIES,GBR,Outline Agreement,Q1Q2
NATO,2014,United Kingdom,LODI VEHICLES LTD,1596000.0,LAND ROVER TRUCK FLEET MANAGER SERVICES,GBR,Outline Agreement,Q1Q2
NATO,2014,United Kingdom,MACRO ENGINEERING LTD,667838.22,DLM SERVICES FOR MACRO PRODUCTS,GBR,Outline Agreement,Q3Q4
NATO,2014,United Kingdom,MARSHALL LAND SYSTEMS LTD,3967307.54,SPARES PROCUREMENT,GBR,Outline Agreement,Q1Q2
NATO,2014,United Kingdom,MARTIN-BAKER AIRCRAFT CO LTD,4062587.41,SUPPLY OF AMMUNITION,GBR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,MAS ZENGRANGE LTD,167474.93,PYROTHECNIC EQUIPMENTS,GBR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,MAS ZENGRANGE LTD,1529500.0,REMOTE FIRING SYSTEM,GBR,Outline Agreement,Q1Q2
NATO,2014,United Kingdom,MEGGITT AVIONICS LTD,416928.4,SECONDARY FLIGHT DI,GBR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,NEMA LIMITED,1628106.2,PROVISION OF NEMA PRODUCT SUPPORT,GBR,Outline Agreement,Q3Q4
NATO,2014,United Kingdom,OLYMPIA TRIUMPH MANUFACTURING LIMITED,720733.65,BOARDING TELESCOPIC POLES,GBR,Outline Agreement,Q3Q4
NATO,2014,United Kingdom,PRATT & WHITNEY CANADA,317299.43,ENGINE AIRCRAFT TURBO-PROP,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,PRIMETAKE LTD,402621.59,SUPPLY OF AMMUNITION,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,PROMETHEUS MEDICAL,1108821.0,PROVISION OF RESCUE STRETCHERS,GBR,Outline Agreement,Q3Q4
NATO,2014,United Kingdom,REPAIRCRAFT PLC,206523.73,SUPPLY OF SPARE PARTS FOR MK88A HELICOPTER ENGINE,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,RFD BEAUFORT LTD,232827.14,LIFE-SAVING SUIT  SEIE MK11,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,RFD BEAUFORT LTD,506146.13,LIFE-SAVING SUIT,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,ROLLS-ROYCE,295307.88,SUPPLY OF SPARE PARTS FOR MK88A HELICOPTER ENGINE,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,ROLLS-ROYCE,1509777.43,ACCENDITORE,GBR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,ROLLS-ROYCE,1664062.75,SUPPLY OF SPARE PARTS FOR MK88A HELICOPTER ENGINE,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,ROLLS-ROYCE,3722290.95,SUPPLY OF SPARE PARTS FOR MK88A HELICOPTER ENGINE,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,ROLLS-ROYCE,7984350.43,SUPPLY OF SPARE PARTS FOR MK88A HELICOPTER ENGINE,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,ROLLS-ROYCE,90975412.78,SUPPLY OF SPARE PARTS FOR MK88A HELICOPTER ENGINE,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,SAFRAN POWER UK LTD,116207.42,BEARING BALL,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,SCA SHIPPING CONSULTANTS,11970000.0,(VPD) VESSEL PROTECTION DETACHMENT,GBR,Outline Agreement,Q1Q2
NATO,2014,United Kingdom,SELEX ES LTD,213853.36,ELECTRON TUBE,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,SMITHS DETECTION-WATFORD LTD,209264.86,CAP. PROTECTIVE DUST,GBR,Orders Awarded,Q1Q2
NATO,2014,United Kingdom,SMITHS DETECTION-WATFORD LTD,230602.05,CAP. PROTECTIVE DUST,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,SPECIALIST TECHNOLOGIES LTD,171213.56,SUPPLY OF SPARE PARTS FOR MK88A HELICOPTER ENGINE,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,SYMANTEC (UK) LTD,182063.7,PURCHASE OF NEW LICENCES SYMANTEC ENTERPRISE VAULT STORAGE MGMT ADV EDITION FOR MICROSOFT EXCHANGE,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,TECHTEST LTD,127281.0,BATTERY STORAGE,GBR,Orders Awarded,Q3Q4
NATO,2014,United Kingdom,TSG ASSOCIATES,3326463.0,SMART XTRACT2 STRETCHER,GBR,Outline Agreement,Q3Q4
NATO,2014,United Kingdom,ULTRA ELECTRONICS LTD,647148.74,SONOBUOY,GBR,Orders Awarded,Q3Q4
NATO,2014,United States,ADVANCED THEODOLITE TECHNOLOGY INC,392303.45,C-130 LIRCM_KIT,USA,Orders Awarded,Q1Q2
NATO,2014,United States,AERO INTERNATIONAL INC,242642.54,REPAIR SERVICES FOR C-130,USA,Outline Agreement,Q3Q4
NATO,2014,United States,AERO INTERNATIONAL INC,410316.97,C-130 INSPECTION/REPAIR SERVICES,USA,Outline Agreement,Q1Q2
NATO,2014,United States,AERO INTERNATIONAL INC,537816.09,P/N 4082T99G09,USA,Outline Agreement,Q3Q4
NATO,2014,United States,AERO INTERNATIONAL INC,1582453.95,REPAIR SERVICES FOR C-130,USA,Outline Agreement,Q3Q4
NATO,2014,United States,AERO PRECISION INDUSTRIES INC,170686.88,WICK ASSY TURBINE,USA,Orders Awarded,Q3Q4
NATO,2014,United States,AERO PRECISION INDUSTRIES INC,345725.52,HUB PROPELLER AIRCRAFT,USA,Orders Awarded,Q1Q2
NATO,2014,United States,AEROVIRONMENT INC,511222.74,PUMA AE SYSTEM - KIT,USA,Orders Awarded,Q1Q2
NATO,2014,United States,AIRCRAFT MAINTENANCE CONSULTING COR,249079.74,PLATE STRUCTURAL AIRCRAFT,USA,Orders Awarded,Q3Q4
NATO,2014,United States,AMETEK AEROSPACE PRODUCTS INC,159867.33,FUEL PROBE,USA,Orders Awarded,Q1Q2
NATO,2014,United States,ARMTEC COUNTERMEASURES CO,1906536.38,FLARE  COUNTERMEASURE,USA,Outline Agreement,Q1Q2
NATO,2014,United States,ARMTEC DEFENSE PRODUCTS CO,774935.14,CHAFF RR-129A/AL,USA,Orders Awarded,Q3Q4
NATO,2014,United States,ASP INC,1639451.1,LAW ENFORCEMENT EQUIPMENT,USA,Outline Agreement,Q1Q2
NATO,2014,United States,ASSOCIATED AIRCRAFT MANUFACTURING AND SALES INC,115166.03,FILLER AND BLEEDER HYDRAULIC SYSTEM POWE,USA,Orders Awarded,Q1Q2
NATO,2014,United States,AVIALL SERVICES INC,107164.75,THERMOCOUPLE CONTACT,USA,Orders Awarded,Q1Q2
NATO,2014,United States,AVIALL SERVICES INC,171139.08,DIAPHRAGM STEAM TURBINE ENGINE,USA,Orders Awarded,Q1Q2
NATO,2014,United States,BE MEYERS,2394000.0,OPTRONICS EQUIPMENT AND ACCESSORIES,USA,Outline Agreement,Q3Q4
NATO,2014,United States,BLUE AEROSPACE LLC,142187.64,HEATER AIR INTAKE,USA,Orders Awarded,Q3Q4
NATO,2014,United States,BLUE AEROSPACE LLC,207144.84,ROTARY TRIM ACTUATOR P/N 412-301-300- 103,USA,Outline Agreement,Q3Q4
NATO,2014,United States,BLUE AEROSPACE LLC,207537.19,WICK ASSY  FAN END,USA,Orders Awarded,Q3Q4
NATO,2014,United States,BLUE AEROSPACE LLC,242642.54,REPAIR SERVICES FOR C-130,USA,Outline Agreement,Q3Q4
NATO,2014,United States,BLUE AEROSPACE LLC,341748.82,REPAIR SERVICES FOR C-130,USA,Outline Agreement,Q3Q4
NATO,2014,United States,BLUE AEROSPACE LLC,676821.04,F-16 INSPECTION/REPAIR SERVICES,USA,Outline Agreement,Q1Q2
NATO,2014,United States,BLUE AEROSPACE LLC,1032536.19,FAN CENTRIFUGAL,USA,Orders Awarded,Q1Q2
NATO,2014,United States,BLUE AEROSPACE LLC,1197489.44,REPAIR SERVICES F-16,USA,Outline Agreement,Q3Q4
NATO,2014,United States,BLUE AEROSPACE LLC,1452034.15,C-130 INSPECTION/REPAIR SERVICES,USA,Outline Agreement,Q1Q2
NATO,2014,United States,BLUE AEROSPACE LLC,1529706.15,REPAIR SERVICES FOR C-130,USA,Outline Agreement,Q3Q4
NATO,2014,United States,BOEING INTEGRATED DEFENSE SYSTEMS,158771.41,KIT RADOME REPLACEMENT,USA,Orders Awarded,Q3Q4
NATO,2014,United States,BORSIGHT INC,23884598.85,C-130 TAMSS SW SUPPORT,USA,Outline Agreement,Q3Q4
NATO,2014,United States,CAMOPLAST SOLIDEAL,4433332.89,SUPPLY OF RUBBER TRACKS FOR BV VEHICLES,USA,Outline Agreement,Q1Q2
NATO,2014,United States,CASCADE DESIGNS INC,1729000.0,PERSONNAL OUTDOOR AND CAMPING EQUIPMENTS,USA,Outline Agreement,Q3Q4
NATO,2014,United States,CEMTROL INC,173929.42,VALVE BALL,USA,Orders Awarded,Q1Q2
NATO,2014,United States,CEMTROL INC,210117.39,PROCUREMENT OF TRANSISTOR,USA,Orders Awarded,Q3Q4
NATO,2014,United States,COMBINED SYSTEMS INC,1057117.25,SUPPLY OF AMMUNITION,USA,Orders Awarded,Q3Q4
NATO,2014,United States,COMPLETE PARACHUTING SOLUTIONS (CPS,2052180.69,CANOPY PERSONNEL PARACHUTE,USA,Orders Awarded,Q1Q2
NATO,2014,United States,CONTINENTAL MICROWAVE AND TOOL CO,515933.6,COUPLER ROTARY RADIO FREQUENCY,USA,Orders Awarded,Q3Q4
NATO,2014,United States,DEFENSE TECHNOLOGY EQUIPMENT INC,298437.37,TESTER PYROMETER AND THERMOCOUPLE,USA,Orders Awarded,Q3Q4
NATO,2014,United States,DEFENSE TRADING CORPORATION,141974.84,CONTROL ALTITUDE AUTOMATIC PILOT,USA,Orders Awarded,Q3Q4
NATO,2014,United States,DEFENSE TRADING CORPORATION,193198.46,LAMP INCAND M951XM07/FM63 KIT GREEN BROW,USA,Orders Awarded,Q3Q4
NATO,2014,United States,DERCO AEROSPACE INC,129826.62,VALVE MODULATING EC,USA,Orders Awarded,Q3Q4
NATO,2014,United States,DERCO AEROSPACE INC,150970.96,BEARING ELASTOMERIC,USA,Orders Awarded,Q1Q2
NATO,2014,United States,DERCO AEROSPACE INC,166042.52,ANALYZER BALANCER AND VIBRATION,USA,Orders Awarded,Q3Q4
NATO,2014,United States,DHS SYSTEMS,109554.76,HUB ASSY FLOAT,USA,Orders Awarded,Q3Q4
NATO,2014,United States,DILLON AERO INC,17241508.2,M134D-H GATLING GUN -SPARE PARTS - SERVICES,USA,Outline Agreement,Q3Q4
NATO,2014,United States,DIMO CORP,111770.54,ROTOR MOTOR,USA,Orders Awarded,Q1Q2
NATO,2014,United States,DYESS AVIATION INC,117981.64,RECORDER FLIGHT DATA,USA,Orders Awarded,Q3Q4
NATO,2014,United States,ELITE DEFENSE,432921.65,SIGHT REFLEX  SU231 TAN,USA,Orders Awarded,Q3Q4
NATO,2014,United States,ELITE DEFENSE,899280.83,HOLOGRAPHIC WEAPON SIGHT EOLAD 2S,USA,Orders Awarded,Q3Q4
NATO,2014,United States,ENGINEERED ARRESTING SYSTEMS CORP,1338311.17,TAPE GUIDE,USA,Orders Awarded,Q1Q2
NATO,2014,United States,ENSIGN-BICKFORD AEROSPACE & DEFENSE,119668.08,SUPPLY OF AMMUNITION,USA,Orders Awarded,Q3Q4
NATO,2014,United States,ESPEY MFG & ELECTRONICS CORP,818775.93,DLM FOR S-BAND TRANSMITTERS,USA,Outline Agreement,Q1Q2
NATO,2014,United States,EXELIS INC,2200014.18,TUNER,USA,Orders Awarded,Q1Q2
NATO,2014,United States,FABRITEX INC,133388.36,SITE PREPARATION,USA,Orders Awarded,Q1Q2
NATO,2014,United States,FLIGHTSAFETY INTERNATIONAL INC,12186688.92,TRAININGS FOR DA-900EX/EASY & P-180 A/C,USA,Outline Agreement,Q1Q2
NATO,2014,United States,FLIR GOVERNMENT SYSTEMS PITTSBURGH,155059.38,SIGHT NIGHT VISION,USA,Orders Awarded,Q1Q2
NATO,2014,United States,FLIR SURVEILLANCE INC,167171.69,REPAIR OF A CAMERA,USA,Orders Awarded,Q3Q4
NATO,2014,United States,FLIR SURVEILLANCE INC,4110863.75,HISS THERMOSIGHT MO,USA,Orders Awarded,Q3Q4
NATO,2014,United States,FOSTER MILLER  INC,236130.86,TALON GEN. IV ROBOT VEHICLE,USA,Orders Awarded,Q1Q2
NATO,2014,United States,FOSTER MILLER  INC,882437.71,TALON ROBOT WITH EQUIPMENT,USA,Orders Awarded,Q1Q2
NATO,2014,United States,FOSTER MILLER  INC,1718449.11,ROBOT EXPLOSIVE ORDNANCE DISPOSAL,USA,Orders Awarded,Q3Q4
NATO,2014,United States,GE AVIATION SYSTEMS LLC,184138.5,INVERTER POWER STATIC,USA,Orders Awarded,Q1Q2
NATO,2014,United States,GENERAL ELECTRIC CO,224384.3,FUEL CONTROL,USA,Orders Awarded,Q1Q2
NATO,2014,United States,GENERAL ELECTRIC CO,486728.13,TUBE METALLIC,USA,Orders Awarded,Q1Q2
NATO,2014,United States,GENERAL ELECTRIC CO,582223.46,INJECTOR ASSEMBLY FUEL,USA,Orders Awarded,Q1Q2
NATO,2014,United States,GERBER LEGENDARY BLADES,130927.86,MULTI-TOOL FOLDING POCKET,USA,Orders Awarded,Q3Q4
NATO,2014,United States,HARRIS CORP,574953.68,HARRIS PRC117-G RADIO,USA,Orders Awarded,Q3Q4
NATO,2014,United States,HARRIS CORP,789694.15,AMPLIFIER RADIO FREQUENCY,USA,Orders Awarded,Q1Q2
NATO,2014,United States,HARRIS CORP,2107431.55,TRAINING,USA,Orders Awarded,Q3Q4
NATO,2014,United States,HELICOPTER SUPPORT INC,735059.08,BLADE MAIN ROTOR,USA,Orders Awarded,Q1Q2
NATO,2014,United States,HYDRO ENGINEERING,1192231.95,TURBINE ENGINE WASHER,USA,Outline Agreement,Q3Q4
NATO,2014,United States,INTEGRATED PROCUREMENT TECHNOLOGIES,112283.92,AIRCRAFT OXYGEN SYSTEM COMPONENTS TEST STAND,USA,Orders Awarded,Q3Q4
NATO,2014,United States,INTEGRATED PROCUREMENT TECHNOLOGIES,141323.14,PHASE SHIFTER ELECTRONIC,USA,Orders Awarded,Q3Q4
NATO,2014,United States,INTEGRATED PROCUREMENT TECHNOLOGIES,152947.34,FILTER FLUID,USA,Orders Awarded,Q1Q2
NATO,2014,United States,INTEGRATED PROCUREMENT TECHNOLOGIES,165761.89,GENERATOR OXYGEN-NITROGEN,USA,Orders Awarded,Q3Q4
NATO,2014,United States,INTEGRATED PROCUREMENT TECHNOLOGIES,315482.65,HARD PROTECTIVE CASES,USA,Outline Agreement,Q3Q4
NATO,2014,United States,INTEGRATED PROCUREMENT TECHNOLOGIES,432140.94,LIGHT NAVIGATIONAL AIRCRAFT,USA,Orders Awarded,Q3Q4
NATO,2014,United States,INTEGRATED PROCUREMENT TECHNOLOGIES,447556.97,TEST SET SYNCHRO,USA,Orders Awarded,Q3Q4
NATO,2014,United States,INTEGRATED PROCUREMENT TECHNOLOGIES,982610.65,RAIDER / INTRUDER 300 FREE FALL SYSTEM,USA,Orders Awarded,Q3Q4
NATO,2014,United States,INTEGRATED PROCUREMENT TECHNOLOGIES,1578243.17,AN/SSQ-36 BT,USA,Orders Awarded,Q1Q2
